PENICUIK RUGBY CLUB- ON WALL AT MAIN ENTRANCE,PUBLIC PARK,PENICUIK,Midlothian,EH26 9BJ,55.8289,-3.2251679
CUIKEN PRIMARY SCHOOL- EXTERNAL WALL LHS MAIN ENTRANCE,150 CUIKEN TERRACE,PENICUIK,Midlothian,EH26 0AH,55.833869,-3.2323494
LEISURELAND- ON WALL BESIDE ATM,57 HIGH STREET,PAISLEY,Renfrewshire,PA1 2AN,55.844956,-4.4282073
ON O/S WHITE WALL OF #27,27 GENERAL AREA OF,MELVAIG GAIRLOCH,Ross-Shire,IV21 2EA,57.814653,-5.8039377
PAISLEY PIAZZA- AT SIDE ENTRANCE GILMOUR ST SIDE,CENTRAL WAY,PAISLEY,Renfrewshire,PA1 1EH,55.846413,-4.4222275
RNLI MONTORSE LIFEBOAT STATION- ON WALL CAR PARK SIDE,WHARF STREET,MONTROSE,Angus,DD10 8BD,56.706989,-2.473308
SIMPSON PRIMARY SCHOOL- UNDER CANOPY AT NURSERY ENTRANCE,LEYLAND ROAD,BATHGATE,West Lothian,EH48 2TH,55.887243,-3.6351514
ON POST AT SOUTH ENTRANCE TO CHURCH HALL,1 GUTHRIE TERRACE,BROUGHTY FERRY DUNDEE,Angus,DD5 2QX,56.474334,-2.847733
BANFF LINKS CARAVAN PARK- ON LHS OF SHOP/OFFICE WALL,GENERAL AREA OF,BANFF,Banffshire,AB45 2JJ,57.669441,-2.5579177
VISION PK- ON WALL BEHIND PIANO ACCESS VIA RECEPTION,14 NEW ROW,PERTH,Perthshire,PH1 5QA,56.39573,-3.435963
ON LHS OF MAIN ENTRANCE TO CLUB 65,CLUB 65 65 MAIN STREET,PRESTWICK,Ayrshire,KA9 1JN,55.500186,-4.6105271
ON TELEGRAPH POLE O/S #9 LONG ROW,9 LONG ROW,HALBEATH DUNFERMLINE,Fife,KY12 0TS,56.087386,-3.4087811
CULTER VILLAGE COMMUNITY CENTRE- O/S AT FRONT DOOR,NORTH DEESIDE ROAD,PETERCULTER,Aberdeenshire,AB14 0UD,57.096358,-2.2675074
MCCOLLS- IN FOYER ON RHS,71 CHALMERS STREET,ARDRISHAIG LOCHGILPHEAD,Argyll,PA30 8DX,56.014946,-5.4479443
GOLSPIE PRIMARY SCHOOL- BEHIND RECEPTION,BACK ROAD,GOLSPIE,Sutherland,KW10 6RW,57.975496,-3.9734196
CULLODEN ACADEMY/LEISURE CENTRE- AT RECEPTION AREA,KEPPOCH ROAD,CULLODEN INVERNESS,Inverness-Shire,IV2 7JZ,57.492441,-4.1305779
AVERON LEISURE CENTRE- IN MANAGERS OFFICE AT RECEPTION,HIGH STREET,ALNESS,Ross-Shire,IV17 0QB,57.696296,-4.2573857
HILLHEAD HOUSING ASSOCIATION- INSIDE MAIN OFFICE,2 MEIKLEHILL ROAD,KIRKINTILLOCH GLASGOW,,G66 2LA,55.941274,-4.1448139
JEWEL SOCIAL CLUB- AT BAR,GENERAL AREA OF,MILTON EDINBURGH,,EH15 3LJ,55.940402,-3.1154952
INCHGARTH COMMUNITY CENTRE- AT RECEPTION,ABOYNE PLACE,ABERDEEN,Aberdeenshire,AB10 7DR,57.122211,-2.1327317
JEELY PLAYZONE- IN MULTI ROOM IN TOWER PLAYZONE,55 MACHRIE ROAD,CASTLEMILK GLASGOW,,G45 0AZ,55.808629,-4.2214066
P F P CONTRACTING LTD P F P HOUSE- AT RECEPTION,BONESS ROAD,GRANGEMOUTH,Stirlingshire,FK3 9XF,56.012557,-3.6987208
T N T- ON WALL IN LOWER TRAFFIC OFFICE,HARENESS CIRCLE,ALTENS INDUSTRIAL ESTATE ABERD,Aberdeenshire,AB12 3LY,57.113893,-2.078891
INVERURIE GOLF CLUB- IN CLUBHOUSE NEXT TO OFFICE DOOR,DAVAH WOOD,INVERURIE,Aberdeenshire,AB51 5JB,57.282013,-2.3953281
GALLOWHILL PRIMARY SCHOOL,NETHERHILL ROAD,PAISLEY,Renfrewshire,PA3 4SF,55.856059,-4.405666
THE ROYAL BRITISH LEGION- ON WALL IN DINING ROOM,MARKET SQUARE,OLDMELDRUM INVERURIE,Aberdeenshire,AB51 0AA,57.335236,-2.3197894
THURSO GOLF CLUB- IN REAR LOCKER ROOM,GENERAL AREA OF,JANETSTOWN THURSO,Caithness,KW14 7XF,58.573425,-3.5617603
GLENDARUEL VILLAGE HALL- ON O/S WALL,UNNAMED ROAD,GLENDARUEL COLINTRAIVE,Argyll,PA22 3AE,56.040638,-5.1886134
TESCO- CUSTOMER SERVICE DESK,BELHAVEN ROAD,WISHAW,Lanarkshire,ML2 7NZ,55.77634,-3.9279444
SOUTH LANARKSHIRE LIFESTYLE LANARK- CUST SERVICE DESK,THOMAS TAYLOR AVENUE,LANARK,Lanarkshire,ML11 7DG,55.673615,-3.7701578
WM MORRISON SUPERMARKETS PLC- CUSTOMER SERVICE DESK,ST VINCENT PLACE,LANARK,Lanarkshire,ML11 7LA,55.672686,-3.7722944
WOODSTOCK H/C- MAIN RECEPTION DESK,WOODSTOCK ROAD,LANARK,Lanarkshire,ML11 7DH,55.674307,-3.7720338
WOODSTOCK GP SURGERY- AT MAIN RECEPTION DESK,WOODSTOCK ROAD,LANARK,Lanarkshire,ML11 7DH,55.674307,-3.7720338
TESCO- CUSTOMER SERVICE DESK,LANARK ROAD,CARLUKE,Lanarkshire,ML8 4HE,55.729159,-3.8352569
TESCO STORES- CUSTOMER SERVICE DESK,GALLOWHILL ROAD,LANARK,Lanarkshire,ML11 7AG,55.674762,-3.7772228
SCOTTISH NATURAL HERITAGE - IN MAIN OFFICE,Eastbank,KIRKWALL,Orkney,KW15 1LX,58.984775,-2.9484779
PETER VARDY B M W- IN MAIN SHOWROOM,19 SEAFIELD ROAD EAST,EDINBURGH,,EH15 1ED,55.961214,-3.1262016
PETER VARDY PORSCHE CENTRE- WORKSHOP CONTROL OFFICE,WELLINGTON ROAD,ABERDEEN,Aberdeenshire,AB12 3TY,57.1067,-2.0979
PETER VARDY PORCHE CENTRE- IN WORKSHOP CONTROL OFFICE,TWEED PLACE,PERTH,Perthshire,PH1 1TJ,56.391106,-3.4860072
PETER VARDY JAGUAR LAND ROVER- WORKSHOP CONTROL OFFICE,WELLINGTON ROAD,WEST TULLOS INDUSTRIAL ESTATE,Aberdeenshire,AB12 3LQ,57.124817,-2.09074
MASONS SOCIAL CLUB- OFFICE BESIDE BAR,20 BROAD STREET,PETERHEAD,Aberdeenshire,AB42 1BY,57.504778,-1.7769889
LUNDIN BOWLING CLUB,LEVEN ROAD,LUNDIN LINKS LEVEN,Fife,KY8 6AH,56.213767,-2.9557863
(2) PREMIER STORE-,NEW ROAD,KENNOWAY LEVEN,Fife,KY8 5JP,56.207065,-3.0508927
THE CABIN- NEXT TO PLAYPARK. ON LHS OF ENTRANCE,MAIN STREET,SORN MAUCHLINE,Ayrshire,KA5 6HU,55.510919,-4.2913164
GTG GLASGOW- BEHIND RECEPTION DESK AT MAIN ENTRANCE,1330 SOUTH STREET,GLASGOW,,G14 0BJ,55.879285,-4.3563387
SAMTEC- ON FIRST PILLAR IN MAIN OFFICE,11 MOLLINS COURT,CUMBERNAULD GLASGOW,,G68 9HP,55.927961,-4.0516658
WEST HIGHLAND COLLEGE- MAIN FOYER NEXT TO RECEPTION DESK,CARMICHAEL WAY,Fort William,Inverness-Shire,PH33 6FF,56.822862,-5.1078846
INSIDE THE CUTTING CABIN HAIR DRESSERS,23 COCKBURN STREET,FALKIRK,Stirlingshire,FK1 1DJ,55.999741,-3.7878322
CAMERON MOTORS (PERTH)- AUDI SHOWROOM AT RECEPTION,DUNKELD ROAD,PERTH,Perthshire,PH1 5AS,56.408199,-3.4500463
STRATHMORE VOLVO- BEHIND RECEPTION,ARRAN ROAD,PERTH,Perthshire,PH1 3DX,56.418811,-3.4599823
BISLEY CLAY PIGEON SHOOTING- LHS THROUGH MAIN DOOR,UNNAMED ROAD,MIDLEM SELKIRK,Selkirkshire,TD7 4QD,55.537515,-2.7533189
CHURCH OF SCOTLAND- IN CABINET IN CORRIDOR,30 EAST MAIN STREET,UPHALL BROXBURN,West Lothian,EH52 5HY,55.930224,-3.5039287
STAGECOACH BUSSES- ON WALL IN DRIVERS CANTEEN,8 EASTFIELD ROAD,DUMFRIES,Dumfriesshire,DG1 2EQ,55.067682,-3.5954949
BUS STATION- BOTTOM OF STAIRS AT EMERGENCY DOOR,SANDGATE,AYR,Ayrshire,KA7 1DD,55.461966,-4.6344356
ADULT TRAINING CENTRE- ON WALL OF OFFICE FIRST ON LHS,1 NURSERY COURT,GIRVAN,Ayrshire,KA26 9EW,55.243971,-4.8512033
CO-OPERATIVE RETAIL SERVICES LTD- INSIDE STORE,1 THE PROMENADE,LARGS,Ayrshire,KA30 8BG,55.795316,-4.8701312
CO-OP- INSIDE STORE,38 COMMERCE STREET,Insch,Aberdeenshire,AB52 6JB,57.341549,-2.6150702
THE CO-OPERATIVE FOOD- INSIDE STORE,79-81 HIGH STREET,DUNBLANE,Perthshire,FK15 0ER,56.188747,-3.9631825
ON FRONT OF BUILDING,69 NORTH STREET,FORFAR,Angus,DD8 3BL,56.649301,-2.8839633
VOLVO TRUCK & BUS (SCOTLAND),RUTHVENFIELD WAY,INVERALMOND INDUSTRIAL ESTATE,Perthshire,PH1 3UF,56.416011,-3.4786463
SCOTMID Coop,114 HUNTERFIELD ROAD,GOREBRIDGE,Midlothian,EH23 4TX,55.847878,-3.0533321
CHURCH HALL- ON FRONT O/S WALL,MAIN STREET,DALMENY SOUTH QUEENSFERRY,West Lothian,EH30 9TU,55.981752,-3.3736032
ST MAGDALENES CHURCH HALL- ON WALL FACING SMALL SHOP,BINGHAM AVENUE,BINGHAM EDINBURGH,,EH15 3HY,55.94024,-3.1215103
SHEDS HAIRDRESSING- ON FIRST FLOOR,GUILDHALL STREET,DUNFERMLINE,Fife,KY12 7NS,56.070941,-3.4613875
/,MASONIC LODGE,MONTROSE,Angus,DD10 0HA,56.793581,-2.338408
CHRISTIES GARDEN CENTRE,Christies Garden Centre,FOCHABERS,Morayshire,IV32 7PF,57.610932,-3.0873477
(HALL) - AT FRONT ENTRANCE OF HALL,MAIN STREET,BUSBY GLASGOW,,G76 8DS,55.782348,-4.2677238
BERT FOWLIE BUTCHERS- BEHIND COUNTER,26 HIGH STREET,STRICHEN FRASERBURGH,Aberdeenshire,AB43 6SR,57.586636,-2.0909031
Strichen Lodge,Strichen Lake,Strichen,Aberdeenshire,AB43 6TH,57.585471,-2.0999147
EASTWOOD HOUSE- FRONT ELEVATION OF BUILDING,ROUKEN GLEN ROAD,GIFFNOCK GLASGOW,,G46 6UG,55.797701,-4.3019302
RAINBOW CARS- IN OFFICE CALL CENTRE,CRAIGSHAW ROAD,WEST TULLOS INDUSTRIAL ESTATE,Aberdeenshire,AB12 3AS,57.125219,-2.0939451
NETWORK RAIL LTD TRAINING CENTRE- AT MAIN RECEPTION,FOUNDRY LOAN,LARBERT,Stirlingshire,FK5 4AW,56.022148,-3.8310357
PRIME CUTS- O/S FRONT OF SHOP,3 MURRAY PARK,AYR,Ayrshire,KA6 6PH,55.446425,-4.5205195
GLEN COMMUNITY HALL,MAIN STREET,NEILSTON GLASGOW,,G78 3NL,55.785794,-4.424763
PRIME CUTS QUALITY BUTCHERS- AT BACK DOOR OF SHOP,48 TOWNHEAD STREET,CUMNOCK,Ayrshire,KA18 1LD,55.4539,-4.2625
EXCEED- AT RECEPTION ON WALL,1 RUBISLAW TERRACE,ABERDEEN,Aberdeenshire,AB10 1XE,57.143516,-2.1175227
BARRHEAD COMMUNITY MUSEUM- FRONT OF BUILDING,128 MAIN STREET,BARRHEAD GLASGOW,,G78 1SG,55.800289,-4.3904803
ST ANDREWS HOUSE- MAIN ROAD ELEVATION OF BUILDING,CROSS ARTHURLIE STREET,BARRHEAD GLASGOW,,G78 1EE,55.802013,-4.3984209
THE HUB- IN KITCHEN,EXPLORATION DRIVE,BRIDGE OF DON ABERDEEN,Aberdeenshire,AB23 8GX,57.187155,-2.0844409
THORNTREE HALL,41 MAIN STREET,THORNLIEBANK GLASGOW,,G46 7SF,55.806769,-4.3182168
CUNNINGHAME HOUSE- AT MAIN RECEPTION,GENERAL AREA OF,IRVINE,Ayrshire,KA12 8EE,55.613203,-4.6742083
EAST RENFREWSHIRE COUNCIL,2 SPIERSBRIDGE WAY,THORNLIEBANK GLASGOW,,G46 8NG,55.804448,-4.3207119
AQUATERRA HOUSE- IN TRAINING CENTRE,TOFTHILLS AVENUE,KINTORE INVERURIE,Aberdeenshire,AB51 0QP,57.222323,-2.3397595
CITY OF GLASGOW COLLEGE- RHS OF RECEPTION 2ND FLOOR,190 CATHEDRAL STREET,GLASGOW,Lanarkshire,G4 0RF,55.8637,-4.2443
THE FISH & CHIP CO- ON SIDE OF BUILDING,ST LEONARDS BRIDGE,PERTH,Perthshire,PH2 0DR,56.389839,-3.4395642
CITY OF GLASGOW COLLEGE CITY CAMPUS- 1ST AID ROOM,190 CATHEDRAL STREET,GLASGOW,Lanarkshire,G4 0RF,55.8637,-4.2443
CITY OF GLASGOW COLLEGE CITY CAMPUS- 6TH FLOOR STORE ROOM,190 CATHEDRAL STREET,GLASGOW,Lanarkshire,G4 0RF,55.8637,-4.2443
MACKENZIE & CRUICKSHANK GARDEN CENTRE ON COFFEE SHOP WALL,GRESHOP INDUSTRIAL ESTATE,GRESHOP INDUSTRIAL ESTATE FORR,Morayshire,IV36 2GW,57.608709,-3.6320942
EAST RENFREWSHIRE COUNCIL OFFICES,EASTWOOD PARK,GIFFNOCK GLASGOW,,G46 6UG,55.797701,-4.3019302
HARBRO LTD- TO LHS OF MAIN DOOR,MARKETHILL INDUSTRIAL ESTATE,TURRIFF,Aberdeenshire,AB53 4PA,57.541918,-2.4592124
ABERDEEN & NORTHERN MART- MAIN ENTRANCE ON WALL TO LHS,THAINSTONE AGRICULTURAL CENTRE,INVERURIE,Aberdeenshire,AB51 5XZ,57.255123,-2.3700784
CELTIC SUPPORTERS CLUB- BEHIND FRONT DESK,14 LAIRD STREET,GREENOCK,Renfrewshire,PA15 1LB,55.95085,-4.7609872
THORNLIEBANK DEPOT,CARNWADRIC ROAD,THORNLIEBANK GLASGOW,,G46 8HR,55.807444,-4.324848
WEST DULLATER- ON WALL ON FRONT OF HOUSE,GENERAL AREA OF,INVERTROSSACHS CALLANDER,Perthshire,FK17 8HG,56.215466,-4.3151777
GRACES COTTAGE- ON WALL OF BUILDING,GENERAL AREA OF,INVERTROSSACHS CALLANDER,Perthshire,FK17 8HG,56.215466,-4.3151777
MARKET CROSS VETS- GROUND FLOOR OPPOSITE LIFT,18 EDINBURGH ROAD,DALKEITH,Midlothian,EH22 1JZ,55.894903,-3.0696057
ROTHESAY ACADEMY SCHOOL- ON WALL OPP ASTROTURF PITCH,TOWNHEAD,ROTHESAY ISLE OF BUTE,,PA20 9JH,55.827001,-5.0562497
ON  WALL OF MAIN PRODUCTION AREA,2 GAVELL ROAD,KILSYTH GLASGOW,,G65 9BS,55.970967,-4.0830442
VILLAGE HALL- ON EXTERNAL WALL NEXT TO MAIN DOOR,GENERAL AREA OF,STRACHAN BANCHORY,Kincardineshire,AB31 6NN,57.020769,-2.5370939
BADEN POWELL CENTRE- ON WALL TO RHS FRONT DOOR,BADEN POWELL ROAD,TURRIFF,Aberdeenshire,AB53 4FE,57.54204,-2.4653279
FAIRWEATHER HALL- TO LHS OF MAIN ENTRANCE,BARRHEAD ROAD,NEWTON MEARNS GLASGOW,,G77 6BB,55.772887,-4.3380488
LIBRARY- TO LHS OF WALL AT MAIN ENTRANCE,45 MCKINLEY PLACE,NEWTON MEARNS GLASGOW,,G77 6EZ,55.773055,-4.3329883
MAXSAFE SOLUTIONS,108-110 HAWKHEAD ROAD,PAISLEY,Renfrewshire,PA2 7BA,55.840603,-4.3981461
DUNDEE AIRPORT- CHECK IN DESK MAIN TERMINAL,RIVERSIDE DRIVE,DUNDEE,Angus,DD2 1UH,56.453972,-3.021211
PAVILION- TO RHS OF FRONT DOOR,HUNTLY AVENUE,GIFFNOCK GLASGOW,,G46 6LW,55.802137,-4.2891554
GARNOCK VALLEY MENS SHED- ON O/S FRONT WALL,LADYSMITH ROAD,KILBIRNIE,Ayrshire,KA25 6AR,55.750586,-4.6902838
IN RED PHONE BOX CORNER OF BORTHWICK CASTLE RD & TERRACE,BORTHWICK CASTLE ROAD,NORTH MIDDLETON GOREBRIDGE,Midlothian,EH23 4QS,55.820077,-3.0246341
SOUTH HOLBURN PARISH CHURCH- ON WALL AT ENTRANCE DOOR,539 HOLBURN STREET,ABERDEEN,Aberdeenshire,AB10 7LH,57.127867,-2.1179025
CHURCH OF SCOTLAND,A832,Lochluichart,Ross-Shire,IV23 2PZ,57.626129,-4.8003071
VILLAGE HALL- BESIDE MAIN DOOR,UNNAMED ROAD,GARVE,Ross-Shire,IV23 2PR,57.61591,-4.6886574
INCHBAE LODGE HOTEL- BESIDE MAIN DOOR,GENERAL AREA OF,GARVE,Ross-Shire,IV23 2PH,57.685379,-4.6842399
AULTGUISH INN- TO LHS OF MAIN DOOR,GENERAL AREA OF,GARVE,Ross-Shire,IV23 2PQ,57.693469,-4.7675756
Scottish Sea Farms Scallastle Site,Scottish Sea Farms Scallastle Site,ISLE OF MULL,,PA65 6AY,56.464354,-5.6967877
WOODFARM SPORTS PAVILION,ROBSLEE ROAD,THORNLIEBANK GLASGOW,,G46 7HG,55.804002,-4.3105044
PORTNAHAVEN CHURCH- TO LHS AS YOU ENTER CHURCH BUILDING,2 CHURCH STREET,PORTNAHAVEN ISLE OF ISLAY,,PA47 7SL,55.681079,-6.5078656
MONTGOMERIE HALL- TO LHS OF MAIN ENTRANCE,GILMOUR STREET,EAGLESHAM GLASGOW,,G76 0LH,55.741982,-4.275673
PAVILION- TO LHS OF MAIN ENTRANCE,HAZELDEN PARK,MUIREND GLASGOW,,G44 3HA,55.80882,-4.2762856
STOBSMILL INN- AT DRIVEWAY POST BESIDE PUB FRONT,25B POWDERMILL BRAE,GOREBRIDGE,Midlothian,EH23 4HX,55.838062,-3.0454021
TRINITY HIGH SCHOOL- ON SHELF IN SCHOOL OFFICE,GLEBE STREET,RENFREW,Renfrewshire,PA4 8TP,55.877354,-4.3870304
CRAIGTON CREMATORIUM- ON WALL FAR RIGHT OF BUILDING,BERRYKNOWES ROAD,CARDONALD GLASGOW,,G52 2DB,55.851234,-4.3370813
HOUNDWOOD CREMATORIUM- IN ADMIN OFFICE,GENERAL AREA OF,Eyemouth,Berwickshire,TD14 5TP,55.867377,-2.2523117
DUNDEE CREMATORIUM- ON WALL OF MAIN OFFICE,MACALPINE ROAD,DUNDEE,Angus,DD3 8SD,56.485491,-3.0056405
IN RED TELEPHONE BOX O/S POST OFFICE,MAIN ROAD,WESTMUIR KIRRIEMUIR,Angus,DD8 5LP,56.662649,-3.0346799
MORAY CREMATORIUM- ON FRONT OF CHAPEL,UNNAMED ROAD,CLOCHAN BUCKIE,Banffshire,AB56 5HQ,57.641917,-3.0169289
JOHN SAUNDERSON BUTCHERS- ON WALL TO LHS OF MAIN DOOR,38-40 LEVEN STREET,EDINBURGH,,EH3 9LJ,55.941266,-3.2031929
PARISH CHURCH- LHS WALL OF SIDE GATE ENTRANCE,BRUNSTANE ROAD NORTH,EDINBURGH,,EH15 2DL,55.95095,-3.1025548
WAVERLEY HOUSE- RECEPTION CUPBOARD,22 WAVERLEY PLACE,ABERDEEN,Aberdeenshire,AB10 1XP,57.143912,-2.1162516
ROUKEN GLEN PAVILION- ON FRONT OF PAVILION,Rouken Glen Park,THORNLIEBANK GLASGOW,,G46 7UG,55.79814,-4.3139863
NETHERLEE PAVILION- FRONT OF MAIN ENTRANCE,LINNPARK AVENUE,NETHERLEE GLASGOW,,G44 3PG,55.803214,-4.2659532
LAUDER PRIMARY SCHOOL- TO RHS OF MAIN SCHOOL ENTRANCE,ALLANBANK GARDENS,LAUDER,Berwickshire,TD2 6AD,55.71838,-2.7540118
SCOTTISH SEA FARMS Loch Spelve site,SCOTTISH SEA FARMS Loch Spelve site,ISLE OF MULL,,PA65 6BD,56.408942,-5.7565063
ABACO SYSTEMS LTD GREAT MICHAEL HOUSE-  3RD FLOOR OFFICE,14 LINKS PLACE,LEITH EDINBURGH,,EH6 7EZ,55.973161,-3.1642201
KENNEDYS BAR- BEHIND BAR ASK STAFF,33 CAUSEYSIDE STREET,PAISLEY,Renfrewshire,PA1 1UL,55.843481,-4.423275
ANCHOR BAR- BEHIND BAR ASK STAFF,23A GAUZE STREET,PAISLEY,Renfrewshire,PA1 1ES,55.846253,-4.4194378
LOCHALINE HARBOUR- ON FRONT OF BUILDING,UNNAMED ROAD,MORVERN OBAN,Argyll,PA80 5XT,56.538635,-5.7793314
SEABOARD HALL & COMMUNITY CENTRE- ON GARAGE WALL,EAST STREET,BALINTORE TAIN,Ross-Shire,IV20 1UA,57.75787,-3.9065083
EGLINTON COUNTRY PARK- IN RANGER OFFICE NEAR CAFE,EGLINTON,IRVINE,Ayrshire,KA12 8TA,55.640323,-4.6659176
VOLVO TRUCK & BUS (SCOTLAND),LONGMAN DRIVE,INVERNESS,Inverness-Shire,IV1 1SU,57.490875,-4.2295034
Historic Environment Scotland,DIRLETON CASTLE- IN TICKET OFFICE,NORTH BERWICK,East Lothian,EH39 5ER,56.045373,-2.7790646
DUMBARTON CASTLE- IN STAFF ROOM,CASTLE ROAD,DUMBARTON,Dunbartonshire,G82 1JJ,55.936834,-4.5623954
GLASGOW CATHEDRAL- IN STAFF ROOM,CATHEDRAL SQUARE,GLASGOW,,G4 0QZ,55.863061,-4.2345819
HISTORIC SCOTLAND TANTALLON CASTLE- IN TICKET OFFICE,GENERAL AREA OF,NORTH BERWICK,East Lothian,EH39 5PN,56.05627,-2.6591119
LINLITHGOW PALACE- AT SHOP TILL,KIRKGATE,LINLITHGOW,West Lothian,EH49 7AL,55.977597,-3.6009957
BLACKNESS CASTLE- INSIDE SHOP,UNNAMED ROAD,BLACKNESS LINLITHGOW,West Lothian,EH49 7NH,56.003993,-3.5197197
DOUNE CASTLE- NEAR TOILETS IN PORCH OF COTTAGE,CASTLE ROAD,DOUNE,Perthshire,FK16 6EA,56.185678,-4.0465473
HISTORIC SCOTLAND CAERLAVEROCK CASTLE- IN MESS ROOM,GENERAL AREA OF,CAERLAVEROCK DUMFRIES,Dumfriesshire,DG1 4RU,54.975709,-3.523846
HISTORIC SCOTLAND- INSIDE STAFF OFFICE/SHOP,GENERAL AREA OF,PORT OF MENTEITH STIRLING,Stirlingshire,FK8 3RA,56.183708,-4.2846281
HISTORIC SCOTLAND STIRLING CASTLE- O/S DISABLED TOILET,ESPLANADE,STIRLING,Stirlingshire,FK8 1EJ,56.123762,-3.9469509
SKARRA BRAE VISITOR CENTRE- LHS WALL AT ENTRANCE,GENERAL AREA OF,SANDWICK STROMNESS,Orkney,KW16 3LR,59.048982,-3.3355561
EAST RENFREWSHIRE COUNCIL,211 MAIN STREET,BARRHEAD GLASGOW,,G78 1SY,55.801867,-4.3879122
LEVING HOUSE- IN HALLWAY AT MAIN ENTRANCE,FAIRBAIRN PLACE,LIVINGSTON,West Lothian,EH54 6TN,55.891338,-3.5305195
Dornoch Castle Hotel,CASTLE STREET,Dornoch,Sutherland,IV25 3SD,57.880035,-4.0283794
CLYDE VALLEY HOUSING ASSOCIATION- AT RECEPTION,50 SCOTT STREET,MOTHERWELL,Lanarkshire,ML1 1PN,55.791924,-3.9871121
AT MAIN RECEPTION DESK,35 WELLWYND,AIRDRIE,Lanarkshire,ML6 0BN,55.867433,-3.9837115
BLUE SKY OFFICES- SECOND FLOOR,11 CHAPEL STREET,ABERDEEN,Aberdeenshire,AB10 1SQ,57.143981,-2.110055
ROBERTSON CONSTRUCTION- IN 1ST AID ROOM,UNNAMED ROAD,LOSSIEMOUTH,Morayshire,IV31 6SP,57.721376,-3.3413151
AMATEUR BOAT CLUB- ON FRONT OF BUILDING AT RAMP ACCESS,ESPLANADE,GREENOCK,Renfrewshire,PA16 7SE,55.962447,-4.7892481
VILLAGE HALL- REAR OF WALL KITCHEN WALL,STINCHAR ROAD,BARR GIRVAN,Ayrshire,KA26 9TW,55.210819,-4.7112238
Glen Tanar Charitable Trust,Glen Tanar Visitor Centre,ABOYNE,Aberdeenshire,AB34 5EU,57.05261,-2.8665898
Huntly & District Development Trust,POLICE STATION- ON FRONT EXTERNAL WALL,HUNTLY,Aberdeenshire,AB54 8BP,57.448512,-2.7857062
ON WALL ON DECKING OF NORWOOD CLUBHOUSE,132 DUMBRECK ROAD,GLASGOW,,G41 4RF,55.8357,-4.3010136
PINMORE GREEN IN TELEPHONE KIOSK,UNNAMED ROAD,PINMORE GIRVAN,Ayrshire,KA26 0TR,55.19405,-4.8203366
IN RED TELEPHONE BOX,MAIN STREET,PINWHERRY GIRVAN,Ayrshire,KA26 0RN,55.144372,-4.8308135
KEITH GOLF CLUB- AT FRONT DOOR OF CLUBHOUSE,MAR COURT,KEITH,Banffshire,AB55 5GF,57.542362,-2.9672604
BOBBYS NEWSAGENTS & LICENSED GROCERS- O/S SHOP,103 CAMBUSNETHAN STREET,WISHAW,Lanarkshire,ML2 8NN,55.77768,-3.9007441
THE WOODHOUSE- TO LHS OF MAIN DOOR,GENERAL AREA OF,KIPPEN STIRLING,Stirlingshire,FK8 3JA,56.135159,-4.1499837
BASICS Scotland,Sandpiper House,Aberuthven,Perthshire,PH3 1EL,56.321665,-3.649474
DUNBLANE SPORTS CLUB- ON WALL BY FRONT DOOR,OCHLOCHY PARK,DUNBLANE,Perthshire,FK15 0DU,56.186024,-3.9586603
GREENLAW BOWLING CLUB- FRONT OF BUILDING TO LHS,BANK STREET,GREENLAW DUNS,Berwickshire,TD10 6XX,55.7078,-2.4628539
TORNESS POWER STATION- CALL  01368873914 FOR DEFIB,TORNESS,DUNBAR,East Lothian,EH42 1QU,55.969022,-2.4067403
NISA EXTRA SUPERMARKET- O/S SHOP NEXT TO ATM,57A CLIPPENS ROAD,LINWOOD,Renfrewshire,PA3 3PU,55.847068,-4.5035375
WISHAW SPORTS CENTRE- AT FRONT RECEPTION DESK,ALEXANDER STREET,WISHAW,Lanarkshire,ML2 0HQ,55.77297,-3.9307913
AQUATEC LEISURE CENTRE- FRONT DOOR RECEPTION DESK,MENTEITH ROAD,MOTHERWELL,Lanarkshire,ML1 1AZ,55.792978,-3.9908507
THREAVES CASTLE- ASK STAFF,GENERAL AREA OF,Castle Douglas,Kirkcudbrightshire,DG7 1TJ,54.933323,-3.9591956
TOTAL WASTE MANAGEMENT- IN STORES WAREHOUSE,GREENBANK ROAD,EAST TULLOS INDUSTRIAL ESTATE,Aberdeenshire,AB12 3BQ,57.126421,-2.0836085
CLYDEVIEW ACADEMY- GROUND FLOOR MEDICAL ROOM,BURNSIDE ROAD,Gourock,Renfrewshire,PA19 1UX,55.951867,-4.8011271
W J & W LANG LTD- IN 1ST AID ROOM,1 SEEDHILL,PAISLEY,Renfrewshire,PA1 1JL,55.843189,-4.4175381
ON WALL BESIDE PUBLIC TOILETS NEXT TO PETROL STATION,A82,FORT AUGUSTUS,Inverness-Shire,PH32 4DD,57.146243,-4.6810134
GLENMORISTON MILENNIUM HALL- ON O/S WALL BY MAIN DOOR,A887,INVERMORISTON INVERNESS,,IV63 7WE,57.214628,-4.6178637
BRUCE ARMS- TO LHS OF MAIN ENTRANCE,MAIN STREET,LIMEKILNS DUNFERMLINE,Fife,KY11 3HL,56.03447,-3.4838585
CO-OPERATIVE RETAIL SERVICES LTD- O/S OF SHOP,2 SYLVANIA WAY SOUTH,CLYDEBANK SHOPPING CENTRE CLYD,Dunbartonshire,G81 1EA,55.901903,-4.4048728
